dayofweek,PULocationID,Hours,time1,time2,time3,count
1.0,0.5207547169811321,0.0,0.0,0.0,0.0,0.02466263378315496
1.0,0.5207547169811321,0.043478260869565216,0.0,0.0,0.02466263378315496,0.0013959981386691485
1.0,0.5207547169811321,0.13043478260869565,0.02466263378315496,0.0013959981386691485,0.0,0.0018613308515588649
1.0,0.5207547169811321,0.17391304347826084,0.0013959981386691485,0.0,0.0018613308515588649,0.0018613308515588649
1.0,0.5207547169811321,0.21739130434782608,0.0,0.0018613308515588649,0.0018613308515588649,0.002791996277338297
1.0,0.5207547169811321,0.2608695652173913,0.0018613308515588649,0.0018613308515588649,0.002791996277338297,0.0018613308515588649
1.0,0.5207547169811321,0.3043478260869565,0.0018613308515588649,0.002791996277338297,0.0018613308515588649,0.016286644951140062
1.0,0.5207547169811321,0.3478260869565217,0.002791996277338297,0.0018613308515588649,0.016286644951140062,0.04699860400186133
1.0,0.5207547169811321,0.39130434782608703,0.0018613308515588649,0.016286644951140062,0.04699860400186133,0.06840390879478828
1.0,0.5207547169811321,0.43478260869565216,0.016286644951140062,0.04699860400186133,0.06840390879478828,0.13634248487668682
1.0,0.5207547169811321,0.4782608695652174,0.04699860400186133,0.06840390879478828,0.13634248487668682,0.11633317822242906
1.0,0.5207547169811321,0.5217391304347826,0.06840390879478828,0.13634248487668682,0.11633317822242906,0.1209865053513262
1.0,0.5207547169811321,0.5652173913043478,0.13634248487668682,0.11633317822242906,0.1209865053513262,0.137738483015356
1.0,0.5207547169811321,0.6086956521739131,0.11633317822242906,0.1209865053513262,0.137738483015356,0.15681712424383434
1.0,0.5207547169811321,0.6521739130434783,0.1209865053513262,0.137738483015356,0.15681712424383434,0.17822242903676128
1.0,0.5207547169811321,0.6956521739130435,0.137738483015356,0.15681712424383434,0.17822242903676128,0.203350395532806
1.0,0.5207547169811321,0.7391304347826086,0.15681712424383434,0.17822242903676128,0.203350395532806,0.24429967426710095
1.0,0.5207547169811321,0.7826086956521741,0.17822242903676128,0.203350395532806,0.24429967426710095,0.17124243834341554
1.0,0.5207547169811321,0.8260869565217391,0.203350395532806,0.24429967426710095,0.17124243834341554,0.1791530944625407
1.0,0.5207547169811321,0.8695652173913043,0.24429967426710095,0.17124243834341554,0.1791530944625407,0.16798510935318753
1.0,0.5207547169811321,0.9130434782608696,0.17124243834341554,0.1791530944625407,0.16798510935318753,0.2103303862261517
