dayofweek,PULocationID,Hours,time1,time2,time3,count
1.0,0.4981132075471698,0.0,0.0,0.0,0.0,0.12238250348999535
1.0,0.4981132075471698,0.043478260869565216,0.0,0.0,0.12238250348999535,0.0577012563983248
1.0,0.4981132075471698,0.08695652173913042,0.0,0.12238250348999535,0.0577012563983248,0.02466263378315496
1.0,0.4981132075471698,0.13043478260869565,0.12238250348999535,0.0577012563983248,0.02466263378315496,0.01675197766402978
1.0,0.4981132075471698,0.17391304347826084,0.0577012563983248,0.02466263378315496,0.01675197766402978,0.009306654257794323
1.0,0.4981132075471698,0.21739130434782608,0.02466263378315496,0.01675197766402978,0.009306654257794323,0.07352256863657515
1.0,0.4981132075471698,0.2608695652173913,0.01675197766402978,0.009306654257794323,0.07352256863657515,0.10330386226151697
1.0,0.4981132075471698,0.3043478260869565,0.009306654257794323,0.07352256863657515,0.10330386226151697,0.0805025593299209
1.0,0.4981132075471698,0.3478260869565217,0.07352256863657515,0.10330386226151697,0.0805025593299209,0.11167985109353187
1.0,0.4981132075471698,0.39130434782608703,0.10330386226151697,0.0805025593299209,0.11167985109353187,0.07910656119125174
1.0,0.4981132075471698,0.43478260869565216,0.0805025593299209,0.11167985109353187,0.07910656119125174,0.1121451838064216
1.0,0.4981132075471698,0.4782608695652174,0.11167985109353187,0.07910656119125174,0.1121451838064216,0.11912517449976735
1.0,0.4981132075471698,0.5217391304347826,0.07910656119125174,0.1121451838064216,0.11912517449976735,0.1521637971149372
1.0,0.4981132075471698,0.5652173913043478,0.1121451838064216,0.11912517449976735,0.1521637971149372,0.21684504420660766
1.0,0.4981132075471698,0.6086956521739131,0.11912517449976735,0.1521637971149372,0.21684504420660766,0.2275476966030712
1.0,0.4981132075471698,0.6521739130434783,0.1521637971149372,0.21684504420660766,0.2275476966030712,0.2335970218706375
1.0,0.4981132075471698,0.6956521739130435,0.21684504420660766,0.2275476966030712,0.2335970218706375,0.2424383434155421
1.0,0.4981132075471698,0.7391304347826086,0.2275476966030712,0.2335970218706375,0.2424383434155421,0.19823173569101907
1.0,0.4981132075471698,0.7826086956521741,0.2335970218706375,0.2424383434155421,0.19823173569101907,0.21731037691949745
1.0,0.4981132075471698,0.8260869565217391,0.2424383434155421,0.19823173569101907,0.21731037691949745,0.28617961842717543
1.0,0.4981132075471698,0.8695652173913043,0.19823173569101907,0.21731037691949745,0.28617961842717543,0.2712889716147045
1.0,0.4981132075471698,0.9130434782608696,0.21731037691949745,0.28617961842717543,0.2712889716147045,0.28617961842717543
1.0,0.4981132075471698,0.9565217391304348,0.28617961842717543,0.2712889716147045,0.28617961842717543,0.2615169846440205
1.0,0.4981132075471698,1.0,0.2712889716147045,0.28617961842717543,0.2615169846440205,0.25127966496044674
0.0,0.4981132075471698,0.0,0.28617961842717543,0.2615169846440205,0.25127966496044674,0.1386691484411354
0.0,0.4981132075471698,0.043478260869565216,0.2615169846440205,0.25127966496044674,0.1386691484411354,0.05537459283387622
0.0,0.4981132075471698,0.08695652173913042,0.25127966496044674,0.1386691484411354,0.05537459283387622,0.018613308515588647
0.0,0.4981132075471698,0.13043478260869565,0.1386691484411354,0.05537459283387622,0.018613308515588647,0.01349464867380177
0.0,0.4981132075471698,0.17391304347826084,0.05537459283387622,0.018613308515588647,0.01349464867380177,0.021405304792926943
